"AIQ","HCI","SD","BF","EL","AGNT","MC","CTD","AH","E","ED"
51.2,1.3,21.7,BF05,100k,MC_AIXI,100,8,4,0.8,0.6
53.8,1.5,23.9,BF05,100k,MC_AIXI,100,8,4,0.8,0.9
52.7,1.5,23.8,BF05,100k,MC_AIXI,100,8,4,0.8,0.95
55.2,1.4,22.6,BF05,100k,MC_AIXI,100,8,4,0.8,0.99
53.9,1.4,22.0,BF05,100k,MC_AIXI,100,8,4,0.8,0.995
51.6,1.6,25.1,BF05,100k,MC_AIXI,100,8,4,0.85,0.3
48.5,1.4,22.3,BF05,100k,MC_AIXI,100,8,4,0.85,0.6
52.8,1.4,23.3,BF05,100k,MC_AIXI,100,8,4,0.85,0.9
52.1,1.4,22.3,BF05,100k,MC_AIXI,100,8,4,0.85,0.95
52.9,1.5,24.5,BF05,100k,MC_AIXI,100,8,4,0.85,0.99
51.9,1.4,22.4,BF05,100k,MC_AIXI,100,8,4,0.85,0.995
51.6,1.6,25.7,BF05,100k,MC_AIXI,100,8,4,0.9,0.3
48.3,1.3,21.6,BF05,100k,MC_AIXI,100,8,4,0.9,0.6
53.4,1.5,24.0,BF05,100k,MC_AIXI,100,8,4,0.9,0.9
52.4,1.6,25.2,BF05,100k,MC_AIXI,100,8,4,0.9,0.95
53.7,1.5,24.4,BF05,100k,MC_AIXI,100,8,4,0.9,0.99
51.0,1.5,25.0,BF05,100k,MC_AIXI,100,8,4,0.9,0.995
51.7,1.5,24.9,BF05,100k,MC_AIXI,100,8,4,0.95,0.3
48.5,1.4,21.8,BF05,100k,MC_AIXI,100,8,4,0.95,0.6
53.5,1.5,23.7,BF05,100k,MC_AIXI,100,8,4,0.95,0.9
51.3,1.4,22.3,BF05,100k,MC_AIXI,100,8,4,0.95,0.95
50.0,1.4,23.1,BF05,100k,MC_AIXI,100,8,4,0.95,0.99
51.1,1.4,23.3,BF05,100k,MC_AIXI,100,8,4,0.95,0.995
45.5,1.1,18.3,BF05,100k,MC_AIXI,100,8,5,0.05,1.0
41.3,1.1,16.9,BF05,100k,MC_AIXI,100,8,5,0.1,1.0
35.8,0.9,15.2,BF05,100k,MC_AIXI,100,8,5,0.15,1.0
32.7,0.8,13.7,BF05,100k,MC_AIXI,100,8,5,0.2,1.0
51.0,1.3,21.7,BF05,100k,MC_AIXI,100,8,5,0.8,0.3
53.2,1.5,24.1,BF05,100k,MC_AIXI,100,8,5,0.8,0.6
55.0,1.4,22.3,BF05,100k,MC_AIXI,100,8,5,0.8,0.9
54.4,1.4,23.2,BF05,100k,MC_AIXI,100,8,5,0.8,0.95
54.0,1.5,23.8,BF05,100k,MC_AIXI,100,8,5,0.8,0.99
54.2,1.5,24.2,BF05,100k,MC_AIXI,100,8,5,0.8,0.995
51.2,1.5,24.8,BF05,100k,MC_AIXI,100,8,5,0.85,0.3
51.8,1.4,21.8,BF05,100k,MC_AIXI,100,8,5,0.85,0.6
53.5,1.5,23.7,BF05,100k,MC_AIXI,100,8,5,0.85,0.9
54.1,1.5,23.9,BF05,100k,MC_AIXI,100,8,5,0.85,0.95
55.0,1.4,22.4,BF05,100k,MC_AIXI,100,8,5,0.85,0.99
53.8,1.5,24.6,BF05,100k,MC_AIXI,100,8,5,0.85,0.995
52.0,1.5,24.6,BF05,100k,MC_AIXI,100,8,5,0.9,0.3
52.4,1.4,22.4,BF05,100k,MC_AIXI,100,8,5,0.9,0.6
53.2,1.5,23.6,BF05,100k,MC_AIXI,100,8,5,0.9,0.9
55.2,1.3,21.8,BF05,100k,MC_AIXI,100,8,5,0.9,0.95
54.8,1.4,22.4,BF05,100k,MC_AIXI,100,8,5,0.9,0.99
53.7,1.5,23.8,BF05,100k,MC_AIXI,100,8,5,0.9,0.995
51.7,1.5,24.5,BF05,100k,MC_AIXI,100,8,5,0.95,0.3
52.3,1.5,23.5,BF05,100k,MC_AIXI,100,8,5,0.95,0.6
54.5,1.5,23.8,BF05,100k,MC_AIXI,100,8,5,0.95,0.9
53.9,1.5,23.9,BF05,100k,MC_AIXI,100,8,5,0.95,0.95
51.5,1.4,22.9,BF05,100k,MC_AIXI,100,8,5,0.95,0.99
55.1,1.4,22.2,BF05,100k,MC_AIXI,100,8,5,0.95,0.995
30.3,1.1,17.1,BF05,100k,MC_AIXI,50,16,1,0.05,1.0
28.6,0.9,14.6,BF05,100k,MC_AIXI,50,16,1,0.1,1.0
26.2,0.8,13.2,BF05,100k,MC_AIXI,50,16,1,0.15,1.0
24.8,0.8,13.2,BF05,100k,MC_AIXI,50,16,1,0.2,1.0
36.8,1.2,19.1,BF05,100k,MC_AIXI,50,16,1,0.8,0.3
36.8,1.2,18.7,BF05,100k,MC_AIXI,50,16,1,0.8,0.6
42.3,1.3,21.1,BF05,100k,MC_AIXI,50,16,1,0.8,0.9
42.9,1.1,18.2,BF05,100k,MC_AIXI,50,16,1,0.8,0.95
43.1,1.3,21.4,BF05,100k,MC_AIXI,50,16,1,0.8,0.99
39.6,1.5,24.2,BF05,100k,MC_AIXI,50,16,1,0.8,0.995
33.4,1.2,19.2,BF05,100k,MC_AIXI,50,16,1,0.85,0.3
41.2,1.5,23.9,BF05,100k,MC_AIXI,50,16,1,0.85,0.6
40.7,1.3,21.7,BF05,100k,MC_AIXI,50,16,1,0.85,0.9
38.0,1.3,21.0,BF05,100k,MC_AIXI,50,16,1,0.85,0.95
39.8,1.5,23.6,BF05,100k,MC_AIXI,50,16,1,0.85,0.99
40.3,1.6,25.3,BF05,100k,MC_AIXI,50,16,1,0.85,0.995
33.6,1.2,19.2,BF05,100k,MC_AIXI,50,16,1,0.9,0.3
41.8,1.5,23.7,BF05,100k,MC_AIXI,50,16,1,0.9,0.6
40.4,1.3,21.6,BF05,100k,MC_AIXI,50,16,1,0.9,0.9
39.4,1.2,19.6,BF05,100k,MC_AIXI,50,16,1,0.9,0.95
37.4,1.5,24.5,BF05,100k,MC_AIXI,50,16,1,0.9,0.99
35.8,1.5,23.8,BF05,100k,MC_AIXI,50,16,1,0.9,0.995
34.0,1.2,19.0,BF05,100k,MC_AIXI,50,16,1,0.95,0.3
40.8,1.5,23.6,BF05,100k,MC_AIXI,50,16,1,0.95,0.6
39.9,1.4,22.5,BF05,100k,MC_AIXI,50,16,1,0.95,0.9
39.5,1.2,18.9,BF05,100k,MC_AIXI,50,16,1,0.95,0.95
40.7,1.2,19.7,BF05,100k,MC_AIXI,50,16,1,0.95,0.99
35.5,1.5,23.5,BF05,100k,MC_AIXI,50,16,1,0.95,0.995
48.6,0.6,19.9,BF05,100k,MC_AIXI,50,16,2,0.05,1.0
45.8,1.2,18.6,BF05,100k,MC_AIXI,50,16,2,0.1,1.0
43.3,1.1,17.9,BF05,100k,MC_AIXI,50,16,2,0.15,1.0
40.0,1.0,16.8,BF05,100k,MC_AIXI,50,16,2,0.2,1.0
47.9,1.4,23.0,BF05,100k,MC_AIXI,50,16,2,0.8,0.3
44.2,1.5,23.8,BF05,100k,MC_AIXI,50,16,2,0.8,0.6
50.4,1.4,23.3,BF05,100k,MC_AIXI,50,16,2,0.8,0.9
48.7,1.2,19.8,BF05,100k,MC_AIXI,50,16,2,0.8,0.95
51.2,1.4,22.1,BF05,100k,MC_AIXI,50,16,2,0.8,0.99
50.7,1.4,21.9,BF05,100k,MC_AIXI,50,16,2,0.8,0.995
47.7,1.4,22.3,BF05,100k,MC_AIXI,50,16,2,0.85,0.3
47.9,1.5,24.9,BF05,100k,MC_AIXI,50,16,2,0.85,0.6
52.6,1.3,20.2,BF05,100k,MC_AIXI,50,16,2,0.85,0.9
49.3,1.4,23.2,BF05,100k,MC_AIXI,50,16,2,0.85,0.95
51.1,1.4,22.4,BF05,100k,MC_AIXI,50,16,2,0.85,0.99
50.5,1.3,21.5,BF05,100k,MC_AIXI,50,16,2,0.85,0.995
47.1,1.4,23.4,BF05,100k,MC_AIXI,50,16,2,0.9,0.3
49.0,1.4,22.1,BF05,100k,MC_AIXI,50,16,2,0.9,0.6
51.5,1.3,21.1,BF05,100k,MC_AIXI,50,16,2,0.9,0.9
50.8,1.4,23.2,BF05,100k,MC_AIXI,50,16,2,0.9,0.95
51.1,1.4,22.2,BF05,100k,MC_AIXI,50,16,2,0.9,0.99
51.0,1.3,21.5,BF05,100k,MC_AIXI,50,16,2,0.9,0.995
47.1,1.4,21.9,BF05,100k,MC_AIXI,50,16,2,0.95,0.3
49.3,1.3,21.4,BF05,100k,MC_AIXI,50,16,2,0.95,0.6
51.8,1.2,19.4,BF05,100k,MC_AIXI,50,16,2,0.95,0.9
48.6,1.2,19.3,BF05,100k,MC_AIXI,50,16,2,0.95,0.95
50.2,1.3,21.4,BF05,100k,MC_AIXI,50,16,2,0.95,0.99
52.1,1.4,23.3,BF05,100k,MC_AIXI,50,16,2,0.95,0.995
49.6,1.3,20.2,BF05,100k,MC_AIXI,50,16,3,0.05,1.0
46.3,1.2,18.8,BF05,100k,MC_AIXI,50,16,3,0.1,1.0
43.8,1.1,17.6,BF05,100k,MC_AIXI,50,16,3,0.15,1.0
40.4,1.0,16.9,BF05,100k,MC_AIXI,50,16,3,0.2,1.0
52.2,1.4,23.3,BF05,100k,MC_AIXI,50,16,3,0.8,0.3
52.2,1.3,21.2,BF05,100k,MC_AIXI,50,16,3,0.8,0.6
51.9,1.5,23.7,BF05,100k,MC_AIXI,50,16,3,0.8,0.9
50.1,1.5,23.5,BF05,100k,MC_AIXI,50,16,3,0.8,0.95
53.4,1.4,22.8,BF05,100k,MC_AIXI,50,16,3,0.8,0.99
48.8,1.4,22.0,BF05,100k,MC_AIXI,50,16,3,0.8,0.995
51.5,1.5,24.4,BF05,100k,MC_AIXI,50,16,3,0.85,0.3
50.9,1.3,21.7,BF05,100k,MC_AIXI,50,16,3,0.85,0.6
53.2,1.4,22.0,BF05,100k,MC_AIXI,50,16,3,0.85,0.9
53.0,1.4,22.7,BF05,100k,MC_AIXI,50,16,3,0.85,0.95
49.4,1.6,25.5,BF05,100k,MC_AIXI,50,16,3,0.85,0.99
51.1,1.5,24.2,BF05,100k,MC_AIXI,50,16,3,0.85,0.995
51.7,1.5,24.8,BF05,100k,MC_AIXI,50,16,3,0.9,0.3
50.5,1.4,22.5,BF05,100k,MC_AIXI,50,16,3,0.9,0.6
52.0,1.3,21.3,BF05,100k,MC_AIXI,50,16,3,0.9,0.9
47.5,1.3,20.7,BF05,100k,MC_AIXI,50,16,3,0.9,0.95
49.5,1.4,23.2,BF05,100k,MC_AIXI,50,16,3,0.9,0.99
49.6,1.6,25.1,BF05,100k,MC_AIXI,50,16,3,0.9,0.995
51.7,1.5,24.2,BF05,100k,MC_AIXI,50,16,3,0.95,0.3
50.1,1.3,21.4,BF05,100k,MC_AIXI,50,16,3,0.95,0.6
52.2,1.3,21.4,BF05,100k,MC_AIXI,50,16,3,0.95,0.9
48.2,1.4,23.0,BF05,100k,MC_AIXI,50,16,3,0.95,0.95
49.0,1.5,24.6,BF05,100k,MC_AIXI,50,16,3,0.95,0.99
52.2,1.4,23.1,BF05,100k,MC_AIXI,50,16,3,0.95,0.995
43.9,1.3,20.8,BF05,100k,MC_AIXI,50,16,4,0.05,1.0
41.4,1.1,18.5,BF05,100k,MC_AIXI,50,16,4,0.1,1.0
38.4,1.0,16.9,BF05,100k,MC_AIXI,50,16,4,0.15,1.0
35.8,1.0,16.0,BF05,100k,MC_AIXI,50,16,4,0.2,1.0
46.6,1.6,26.1,BF05,100k,MC_AIXI,50,16,4,0.8,0.3
46.7,1.6,25.5,BF05,100k,MC_AIXI,50,16,4,0.8,0.6
52.9,1.4,22.3,BF05,100k,MC_AIXI,50,16,4,0.8,0.9
48.4,1.5,23.6,BF05,100k,MC_AIXI,50,16,4,0.8,0.95
49.6,1.6,25.7,BF05,100k,MC_AIXI,50,16,4,0.8,0.99
48.7,1.5,24.8,BF05,100k,MC_AIXI,50,16,4,0.8,0.995
48.8,1.5,24.3,BF05,100k,MC_AIXI,50,16,4,0.85,0.3
47.5,1.7,26.7,BF05,100k,MC_AIXI,50,16,4,0.85,0.6
47.9,1.5,24.2,BF05,100k,MC_AIXI,50,16,4,0.85,0.9
51.9,1.5,23.5,BF05,100k,MC_AIXI,50,16,4,0.85,0.95
46.5,1.5,23.7,BF05,100k,MC_AIXI,50,16,4,0.85,0.99
52.3,1.5,24.1,BF05,100k,MC_AIXI,50,16,4,0.85,0.995
49.9,1.5,24.9,BF05,100k,MC_AIXI,50,16,4,0.9,0.3
48.0,1.7,27.8,BF05,100k,MC_AIXI,50,16,4,0.9,0.6
47.0,1.5,24.5,BF05,100k,MC_AIXI,50,16,4,0.9,0.9
48.9,1.4,22.0,BF05,100k,MC_AIXI,50,16,4,0.9,0.95
48.1,1.5,24.7,BF05,100k,MC_AIXI,50,16,4,0.9,0.99
45.7,1.4,22.7,BF05,100k,MC_AIXI,50,16,4,0.9,0.995
49.3,1.5,24.2,BF05,100k,MC_AIXI,50,16,4,0.95,0.3
47.8,1.7,27.3,BF05,100k,MC_AIXI,50,16,4,0.95,0.6
47.6,1.5,23.5,BF05,100k,MC_AIXI,50,16,4,0.95,0.9
48.1,1.4,22.4,BF05,100k,MC_AIXI,50,16,4,0.95,0.95
48.0,1.5,25.0,BF05,100k,MC_AIXI,50,16,4,0.95,0.99
53.1,1.4,22.9,BF05,100k,MC_AIXI,50,16,4,0.95,0.995
44.8,1.2,19.5,BF05,100k,MC_AIXI,50,16,5,0.05,1.0
41.6,1.1,18.3,BF05,100k,MC_AIXI,50,16,5,0.1,1.0
39.0,1.1,18.0,BF05,100k,MC_AIXI,50,16,5,0.15,1.0
37.1,1.0,16.5,BF05,100k,MC_AIXI,50,16,5,0.2,1.0
46.3,1.4,22.6,BF05,100k,MC_AIXI,50,16,5,0.8,0.3
47.6,1.4,23.0,BF05,100k,MC_AIXI,50,16,5,0.8,0.6
47.1,1.5,24.1,BF05,100k,MC_AIXI,50,16,5,0.8,0.9
49.3,1.4,23.1,BF05,100k,MC_AIXI,50,16,5,0.8,0.95
49.0,1.3,21.5,BF05,100k,MC_AIXI,50,16,5,0.8,0.99
47.2,1.5,23.9,BF05,100k,MC_AIXI,50,16,5,0.8,0.995
45.6,1.5,24.7,BF05,100k,MC_AIXI,50,16,5,0.85,0.3
48.8,1.5,24.3,BF05,100k,MC_AIXI,50,16,5,0.85,0.6
49.5,1.4,22.8,BF05,100k,MC_AIXI,50,16,5,0.85,0.9
48.5,1.4,22.8,BF05,100k,MC_AIXI,50,16,5,0.85,0.95
48.8,1.4,22.3,BF05,100k,MC_AIXI,50,16,5,0.85,0.99
48.0,1.4,23.2,BF05,100k,MC_AIXI,50,16,5,0.85,0.995
45.1,1.5,24.1,BF05,100k,MC_AIXI,50,16,5,0.9,0.3
48.9,1.5,24.3,BF05,100k,MC_AIXI,50,16,5,0.9,0.6
49.5,1.4,21.9,BF05,100k,MC_AIXI,50,16,5,0.9,0.9
49.5,1.5,24.9,BF05,100k,MC_AIXI,50,16,5,0.9,0.95
47.9,1.6,25.1,BF05,100k,MC_AIXI,50,16,5,0.9,0.99
47.7,1.5,23.7,BF05,100k,MC_AIXI,50,16,5,0.9,0.995
44.4,1.5,24.4,BF05,100k,MC_AIXI,50,16,5,0.95,0.3
48.7,1.4,23.2,BF05,100k,MC_AIXI,50,16,5,0.95,0.6
49.1,1.4,23.1,BF05,100k,MC_AIXI,50,16,5,0.95,0.9
49.0,1.6,25.4,BF05,100k,MC_AIXI,50,16,5,0.95,0.95
48.9,1.6,25.5,BF05,100k,MC_AIXI,50,16,5,0.95,0.99
49.8,1.4,22.5,BF05,100k,MC_AIXI,50,16,5,0.95,0.995
27.3,0.9,15.1,BF05,100k,MC_AIXI,50,32,1,0.05,1.0
27.6,0.9,14.2,BF05,100k,MC_AIXI,50,32,1,0.1,1.0
24.9,0.8,12.6,BF05,100k,MC_AIXI,50,32,1,0.15,1.0
23.4,0.8,12.1,BF05,100k,MC_AIXI,50,32,1,0.2,1.0
42.0,1.2,20.1,BF05,100k,MC_AIXI,50,32,1,0.8,0.3
39.1,1.2,19.1,BF05,100k,MC_AIXI,50,32,1,0.8,0.6
40.4,1.3,21.2,BF05,100k,MC_AIXI,50,32,1,0.8,0.9
42.4,1.3,21.5,BF05,100k,MC_AIXI,50,32,1,0.8,0.95
43.7,1.3,21.1,BF05,100k,MC_AIXI,50,32,1,0.8,0.99
38.0,1.5,23.5,BF05,100k,MC_AIXI,50,32,1,0.8,0.995
41.3,1.3,21.3,BF05,100k,MC_AIXI,50,32,1,0.85,0.3
37.1,1.1,17.5,BF05,100k,MC_AIXI,50,32,1,0.85,0.6
39.7,1.4,22.2,BF05,100k,MC_AIXI,50,32,1,0.85,0.9
39.7,1.4,22.4,BF05,100k,MC_AIXI,50,32,1,0.85,0.95
42.4,1.3,21.4,BF05,100k,MC_AIXI,50,32,1,0.85,0.99
41.7,1.4,22.7,BF05,100k,MC_AIXI,50,32,1,0.85,0.995
41.8,1.4,22.2,BF05,100k,MC_AIXI,50,32,1,0.9,0.3
36.9,1.2,18.9,BF05,100k,MC_AIXI,50,32,1,0.9,0.6
39.6,1.4,22.1,BF05,100k,MC_AIXI,50,32,1,0.9,0.9
38.9,1.4,21.9,BF05,100k,MC_AIXI,50,32,1,0.9,0.95
41.7,1.3,20.6,BF05,100k,MC_AIXI,50,32,1,0.9,0.99
38.5,1.5,24.4,BF05,100k,MC_AIXI,50,32,1,0.9,0.995
41.2,1.3,21.7,BF05,100k,MC_AIXI,50,32,1,0.95,0.3
37.1,1.2,18.6,BF05,100k,MC_AIXI,50,32,1,0.95,0.6
40.0,1.3,21.7,BF05,100k,MC_AIXI,50,32,1,0.95,0.9
35.3,1.2,19.4,BF05,100k,MC_AIXI,50,32,1,0.95,0.95
41.0,1.2,19.3,BF05,100k,MC_AIXI,50,32,1,0.95,0.99
33.5,1.2,19.4,BF05,100k,MC_AIXI,50,32,1,0.95,0.995
47.8,1.2,19.5,BF05,100k,MC_AIXI,50,32,2,0.05,1.0
44.5,1.1,18.3,BF05,100k,MC_AIXI,50,32,2,0.1,1.0
41.5,1.1,17.5,BF05,100k,MC_AIXI,50,32,2,0.15,1.0
39.9,1.0,16.0,BF05,100k,MC_AIXI,50,32,2,0.2,1.0
42.9,1.4,22.0,BF05,100k,MC_AIXI,50,32,2,0.8,0.3
45.1,1.4,22.1,BF05,100k,MC_AIXI,50,32,2,0.8,0.6
47.6,1.4,22.4,BF05,100k,MC_AIXI,50,32,2,0.8,0.9
49.4,1.5,23.8,BF05,100k,MC_AIXI,50,32,2,0.8,0.95
49.2,1.3,20.7,BF05,100k,MC_AIXI,50,32,2,0.8,0.99
50.8,1.4,23.0,BF05,100k,MC_AIXI,50,32,2,0.8,0.995
44.6,1.5,23.5,BF05,100k,MC_AIXI,50,32,2,0.85,0.3
46.8,1.6,25.5,BF05,100k,MC_AIXI,50,32,2,0.85,0.6
45.9,1.2,20.0,BF05,100k,MC_AIXI,50,32,2,0.85,0.9
48.3,1.4,21.9,BF05,100k,MC_AIXI,50,32,2,0.85,0.95
50.3,1.3,21.1,BF05,100k,MC_AIXI,50,32,2,0.85,0.99
50.4,1.4,23.2,BF05,100k,MC_AIXI,50,32,2,0.85,0.995
43.7,1.4,22.1,BF05,100k,MC_AIXI,50,32,2,0.9,0.3
45.5,1.6,25.7,BF05,100k,MC_AIXI,50,32,2,0.9,0.6
45.8,1.3,20.3,BF05,100k,MC_AIXI,50,32,2,0.9,0.9
49.3,1.5,24.9,BF05,100k,MC_AIXI,50,32,2,0.9,0.95
50.6,1.4,22.8,BF05,100k,MC_AIXI,50,32,2,0.9,0.99
51.6,1.3,21.7,BF05,100k,MC_AIXI,50,32,2,0.9,0.995
45.2,1.5,24.2,BF05,100k,MC_AIXI,50,32,2,0.95,0.3
46.0,1.6,25.7,BF05,100k,MC_AIXI,50,32,2,0.95,0.6
45.8,1.3,20.7,BF05,100k,MC_AIXI,50,32,2,0.95,0.9
47.4,1.4,22.5,BF05,100k,MC_AIXI,50,32,2,0.95,0.95
49.0,1.4,22.3,BF05,100k,MC_AIXI,50,32,2,0.95,0.99
53.4,1.4,22.3,BF05,100k,MC_AIXI,50,32,2,0.95,0.995
49.2,1.3,20.2,BF05,100k,MC_AIXI,50,32,3,0.05,1.0
46.9,1.2,19.1,BF05,100k,MC_AIXI,50,32,3,0.1,1.0
44.7,1.1,17.8,BF05,100k,MC_AIXI,50,32,3,0.15,1.0
41.7,1.0,16.9,BF05,100k,MC_AIXI,50,32,3,0.2,1.0
52.7,1.3,21.7,BF05,100k,MC_AIXI,50,32,3,0.8,0.3
52.4,1.4,22.6,BF05,100k,MC_AIXI,50,32,3,0.8,0.6
50.2,1.4,22.8,BF05,100k,MC_AIXI,50,32,3,0.8,0.9
49.8,1.4,22.7,BF05,100k,MC_AIXI,50,32,3,0.8,0.95
51.7,1.4,22.9,BF05,100k,MC_AIXI,50,32,3,0.8,0.99
50.8,1.5,24.4,BF05,100k,MC_AIXI,50,32,3,0.8,0.995
50.3,1.3,21.7,BF05,100k,MC_AIXI,50,32,3,0.85,0.3
51.6,1.4,23.1,BF05,100k,MC_AIXI,50,32,3,0.85,0.6
52.8,1.3,21.5,BF05,100k,MC_AIXI,50,32,3,0.85,0.9
49.7,1.3,21.0,BF05,100k,MC_AIXI,50,32,3,0.85,0.95
52.2,1.5,23.4,BF05,100k,MC_AIXI,50,32,3,0.85,0.99
49.4,1.4,22.8,BF05,100k,MC_AIXI,50,32,3,0.85,0.995
50.5,1.3,21.1,BF05,100k,MC_AIXI,50,32,3,0.9,0.3
52.1,1.4,22.8,BF05,100k,MC_AIXI,50,32,3,0.9,0.6
52.5,1.3,21.6,BF05,100k,MC_AIXI,50,32,3,0.9,0.9
51.5,1.5,23.8,BF05,100k,MC_AIXI,50,32,3,0.9,0.95
50.6,1.4,23.3,BF05,100k,MC_AIXI,50,32,3,0.9,0.99
50.6,1.5,23.6,BF05,100k,MC_AIXI,50,32,3,0.9,0.995
50.8,1.3,21.4,BF05,100k,MC_AIXI,50,32,3,0.95,0.3
51.9,1.4,23.3,BF05,100k,MC_AIXI,50,32,3,0.95,0.6
52.5,1.3,21.0,BF05,100k,MC_AIXI,50,32,3,0.95,0.9
51.9,1.4,23.3,BF05,100k,MC_AIXI,50,32,3,0.95,0.95
47.6,1.5,23.7,BF05,100k,MC_AIXI,50,32,3,0.95,0.99
49.4,1.5,24.1,BF05,100k,MC_AIXI,50,32,3,0.95,0.995
44.5,1.2,20.1,BF05,100k,MC_AIXI,50,32,4,0.05,1.0
42.8,1.2,18.6,BF05,100k,MC_AIXI,50,32,4,0.1,1.0
39.6,1.1,17.4,BF05,100k,MC_AIXI,50,32,4,0.15,1.0
38.0,1.0,16.5,BF05,100k,MC_AIXI,50,32,4,0.2,1.0
47.6,1.5,24.6,BF05,100k,MC_AIXI,50,32,4,0.8,0.3
47.0,1.5,24.2,BF05,100k,MC_AIXI,50,32,4,0.8,0.6
46.4,1.6,25.1,BF05,100k,MC_AIXI,50,32,4,0.8,0.9
51.2,1.5,23.5,BF05,100k,MC_AIXI,50,32,4,0.8,0.95
48.8,1.5,23.9,BF05,100k,MC_AIXI,50,32,4,0.8,0.99
51.4,1.5,24.4,BF05,100k,MC_AIXI,50,32,4,0.8,0.995
48.9,1.5,23.5,BF05,100k,MC_AIXI,50,32,4,0.85,0.3
49.3,1.5,23.4,BF05,100k,MC_AIXI,50,32,4,0.85,0.6
49.7,1.4,22.5,BF05,100k,MC_AIXI,50,32,4,0.85,0.9
52.4,1.4,22.8,BF05,100k,MC_AIXI,50,32,4,0.85,0.95
49.9,1.4,23.2,BF05,100k,MC_AIXI,50,32,4,0.85,0.99
51.6,1.5,24.7,BF05,100k,MC_AIXI,50,32,4,0.85,0.995
49.1,1.4,23.1,BF05,100k,MC_AIXI,50,32,4,0.9,0.3
48.9,1.5,24.2,BF05,100k,MC_AIXI,50,32,4,0.9,0.6
49.6,1.4,22.6,BF05,100k,MC_AIXI,50,32,4,0.9,0.9
51.8,1.5,23.8,BF05,100k,MC_AIXI,50,32,4,0.9,0.95
46.9,1.6,25.6,BF05,100k,MC_AIXI,50,32,4,0.9,0.99
49.6,1.4,23.3,BF05,100k,MC_AIXI,50,32,4,0.9,0.995
48.6,1.5,23.4,BF05,100k,MC_AIXI,50,32,4,0.95,0.3
49.1,1.5,24.1,BF05,100k,MC_AIXI,50,32,4,0.95,0.6
49.0,1.3,21.7,BF05,100k,MC_AIXI,50,32,4,0.95,0.9
46.9,1.6,25.3,BF05,100k,MC_AIXI,50,32,4,0.95,0.95
49.1,1.6,25.7,BF05,100k,MC_AIXI,50,32,4,0.95,0.99
51.1,1.5,23.5,BF05,100k,MC_AIXI,50,32,4,0.95,0.995
45.6,1.2,19.9,BF05,100k,MC_AIXI,50,32,5,0.05,1.0
43.1,1.2,19.4,BF05,100k,MC_AIXI,50,32,5,0.1,1.0
40.0,1.1,17.4,BF05,100k,MC_AIXI,50,32,5,0.15,1.0
38.0,1.1,17.6,BF05,100k,MC_AIXI,50,32,5,0.2,1.0
49.4,1.5,23.8,BF05,100k,MC_AIXI,50,32,5,0.8,0.3
49.3,1.4,22.0,BF05,100k,MC_AIXI,50,32,5,0.8,0.6
48.8,1.5,24.6,BF05,100k,MC_AIXI,50,32,5,0.8,0.9
50.0,1.4,23.1,BF05,100k,MC_AIXI,50,32,5,0.8,0.95
51.0,1.5,25.0,BF05,100k,MC_AIXI,50,32,5,0.8,0.99
46.7,1.5,24.2,BF05,100k,MC_AIXI,50,32,5,0.8,0.995
49.1,1.5,24.8,BF05,100k,MC_AIXI,50,32,5,0.85,0.3
48.9,1.4,23.0,BF05,100k,MC_AIXI,50,32,5,0.85,0.6
47.5,1.5,24.6,BF05,100k,MC_AIXI,50,32,5,0.85,0.9
51.8,1.5,24.5,BF05,100k,MC_AIXI,50,32,5,0.85,0.95
48.7,1.4,23.1,BF05,100k,MC_AIXI,50,32,5,0.85,0.99
47.6,1.5,23.4,BF05,100k,MC_AIXI,50,32,5,0.85,0.995
49.2,1.5,24.3,BF05,100k,MC_AIXI,50,32,5,0.9,0.3
49.2,1.3,20.9,BF05,100k,MC_AIXI,50,32,5,0.9,0.6
47.0,1.5,24.7,BF05,100k,MC_AIXI,50,32,5,0.9,0.9
49.8,1.5,24.4,BF05,100k,MC_AIXI,50,32,5,0.9,0.95
46.2,1.4,22.6,BF05,100k,MC_AIXI,50,32,5,0.9,0.99
48.0,1.5,23.9,BF05,100k,MC_AIXI,50,32,5,0.9,0.995
48.8,1.5,24.7,BF05,100k,MC_AIXI,50,32,5,0.95,0.3
49.1,1.4,21.8,BF05,100k,MC_AIXI,50,32,5,0.95,0.6
47.0,1.5,24.3,BF05,100k,MC_AIXI,50,32,5,0.95,0.9
49.2,1.6,25.8,BF05,100k,MC_AIXI,50,32,5,0.95,0.95
46.9,1.5,24.6,BF05,100k,MC_AIXI,50,32,5,0.95,0.99
49.9,1.5,23.9,BF05,100k,MC_AIXI,50,32,5,0.95,0.995
47.5,0.4,19.8,BF05,100k,MC_AIXI,50,8,1,0.05,1.0
41.8,1.2,18.6,BF05,100k,MC_AIXI,50,8,1,0.1,1.0
37.3,1.0,16.2,BF05,100k,MC_AIXI,50,8,1,0.15,1.0
34.1,0.9,13.8,BF05,100k,MC_AIXI,50,8,1,0.2,1.0
41.4,1.3,21.0,BF05,100k,MC_AIXI,50,8,1,0.8,0.3
44.9,1.4,22.8,BF05,100k,MC_AIXI,50,8,1,0.8,0.6
45.8,1.3,20.7,BF05,100k,MC_AIXI,50,8,1,0.8,0.9
43.7,1.4,22.8,BF05,100k,MC_AIXI,50,8,1,0.8,0.95
47.8,1.4,21.8,BF05,100k,MC_AIXI,50,8,1,0.8,0.99
